"Reporting starts","Reporting ends","Ad name",Region,"Ad delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (IDR)",Impressions,Reach,Ends,"Attribution setting",Bid,"Bid type","Last significant edit","Quality ranking","Engagement rate ranking","Conversion rate ranking","Ad set name",Reaction/Reach,"Post engagements","Link clicks","CTR (link click-through rate)",Frequency,"Instagram follows","Page engagement","Results (initial)","Results (initial) indicator"
2026-07-01,2026-07-31,"Dengar Notif WhatsApp","Central Sulawesi",not_delivering,,,,50000,Daily,19,2,2,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp","Southeast Sulawesi",not_delivering,,,,50000,Daily,28,2,2,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp","West Sumatra",not_delivering,,,,50000,Daily,60,8,8,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp","North Sumatra",not_delivering,,,,50000,Daily,307,22,21,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,7,,,1.047619,0,7,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp","West Java",not_delivering,,,,50000,Daily,2545,131,117,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,41,4,3.053435,1.119658,0,41,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp","North Sulawesi",not_delivering,,,,50000,Daily,20,2,2,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp","South Sumatra",not_delivering,,,,50000,Daily,143,11,10,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,6,1,9.090909,1.1,0,6,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp","North Maluku",not_delivering,,,,50000,Daily,16,2,2,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp","North Kalimantan",not_delivering,,,,50000,Daily,13,2,2,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp","West Papua",not_delivering,,,,50000,Daily,19,5,5,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp",Banten,not_delivering,,,,50000,Daily,570,43,41,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,17,4,9.302326,1.04878,0,17,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp","Bangka–Belitung Islands",not_delivering,,,,50000,Daily,99,2,2,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Dengar Notif WhatsApp","Riau Islands Province",not_delivering,,,,50000,Daily,48,7,6,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,,,1.166667,0,1,,
2026-07-01,2026-07-31,"Mau Healing",Aceh,not_delivering,,,,50000,Daily,78,7,7,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,3,,,1,0,3,,
2026-07-01,2026-07-31,"Mau Healing",Bali,not_delivering,,,,50000,Daily,258,5,5,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Mau Healing",Bengkulu,not_delivering,,,,50000,Daily,4,1,1,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Mau Healing",Jakarta,not_delivering,,,,50000,Daily,1542,67,64,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,20,2,2.985075,1.046875,0,20,,
2026-07-01,2026-07-31,"Mau Healing",Jambi,not_delivering,,,,50000,Daily,52,4,4,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Mau Healing","Central Java",not_delivering,,,,50000,Daily,906,53,49,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,17,3,5.660377,1.081633,1,17,,
2026-07-01,2026-07-31,"Mau Healing","East Java",not_delivering,,,,50000,Daily,844,65,58,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,14,1,1.538462,1.12069,0,14,,
2026-07-01,2026-07-31,"Mau Healing","Special Region of Yogyakarta",not_delivering,,,,50000,Daily,267,9,9,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Mau Healing","West Kalimantan",not_delivering,,,,50000,Daily,204,9,8,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,3,,,1.125,0,3,,
2026-07-01,2026-07-31,"Mau Healing","South Kalimantan",not_delivering,,,,50000,Daily,69,6,6,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Mau Healing","Central Kalimantan",not_delivering,,,,50000,Daily,18,4,4,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,2,,,1,0,2,,
2026-07-01,2026-07-31,"Mau Healing","East Kalimantan",not_delivering,,,,50000,Daily,106,11,10,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,,,1.1,0,1,,
2026-07-01,2026-07-31,"Mau Healing",Lampung,not_delivering,,,,50000,Daily,37,6,6,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Mau Healing","West Nusa Tenggara",not_delivering,,,,50000,Daily,55,5,5,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,2,,,1,0,2,,
2026-07-01,2026-07-31,"Mau Healing","East Nusa Tenggara",not_delivering,,,,50000,Daily,3,1,1,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Mau Healing",Riau,not_delivering,,,,50000,Daily,412,9,9,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,3,,,1,0,3,,
2026-07-01,2026-07-31,"Mau Healing","South Sulawesi",not_delivering,,,,50000,Daily,368,14,11,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,4,,,1.272727,0,4,,
2026-07-01,2026-07-31,"Mau Healing","Central Sulawesi",not_delivering,,,,50000,Daily,48,5,5,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Mau Healing","West Sumatra",not_delivering,,,,50000,Daily,269,17,14,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,7,,,1.214286,0,7,,
2026-07-01,2026-07-31,"Mau Healing","North Sumatra",not_delivering,,,,50000,Daily,219,27,24,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,9,2,7.407407,1.125,1,9,,
2026-07-01,2026-07-31,"Mau Healing",Maluku,not_delivering,,,,50000,Daily,2,1,1,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Mau Healing","West Java",not_delivering,,,,50000,Daily,1982,112,96,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,24,,,1.166667,0,24,,
2026-07-01,2026-07-31,"Mau Healing","North Sulawesi",not_delivering,,,,50000,Daily,38,3,3,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Mau Healing","South Sumatra",not_delivering,,,,50000,Daily,45,9,8,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,2,,,1.125,0,2,,
2026-07-01,2026-07-31,"Mau Healing","North Maluku",not_delivering,,,,50000,Daily,2,1,1,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Mau Healing","North Kalimantan",not_delivering,,,,50000,Daily,35,1,1,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Mau Healing","West Papua",not_delivering,,,,50000,Daily,70,6,4,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,,,1.5,0,1,,
2026-07-01,2026-07-31,"Mau Healing","West Sulawesi",not_delivering,,,,50000,Daily,5,1,1,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,,,1,0,1,,
2026-07-01,2026-07-31,"Mau Healing",Gorontalo,not_delivering,,,,50000,Daily,5,1,1,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1,0,,,
2026-07-01,2026-07-31,"Mau Healing",Banten,not_delivering,,,,50000,Daily,1072,39,34,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,7,,,1.147059,0,7,,
2026-07-01,2026-07-31,"Mau Healing","Bangka–Belitung Islands",not_delivering,,,,50000,Daily,23,3,3,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,3,1,33.333333,1,1,3,,
2026-07-01,2026-07-31,"Mau Healing","Riau Islands Province",not_delivering,,,,50000,Daily,70,6,6,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,2,,,1,0,2,,
2026-07-01,2026-07-31,"Pulang Tenggo",Aceh,not_delivering,,,,50000,Daily,1524,86,78,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.01282051,41,5,5.813953,1.102564,0,41,,
2026-07-01,2026-07-31,"Pulang Tenggo",Bali,not_delivering,,,,50000,Daily,2043,102,91,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,46,5,4.901961,1.120879,0,46,,
2026-07-01,2026-07-31,"Pulang Tenggo",Bengkulu,not_delivering,,,,50000,Daily,723,37,34,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,23,4,10.810811,1.088235,0,23,,
2026-07-01,2026-07-31,"Pulang Tenggo",Jakarta,not_delivering,,,,50000,Daily,31520,1590,1450,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00413793,729,92,5.786164,1.096552,3,729,,
2026-07-01,2026-07-31,"Pulang Tenggo",Jambi,not_delivering,,,,50000,Daily,1101,74,69,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,35,3,4.054054,1.072464,0,35,,
2026-07-01,2026-07-31,"Pulang Tenggo","Central Java",not_delivering,,,,50000,Daily,23287,1283,1143,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00174978,615,67,5.222136,1.122485,1,615,,
2026-07-01,2026-07-31,"Pulang Tenggo","East Java",not_delivering,,,,50000,Daily,22586,1211,1068,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00655431,604,73,6.028076,1.133895,1,604,,
2026-07-01,2026-07-31,"Pulang Tenggo","Papua (province)",not_delivering,,,,50000,Daily,336,20,18,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,13,1,5,1.111111,0,13,,
2026-07-01,2026-07-31,"Pulang Tenggo","Special Region of Yogyakarta",not_delivering,,,,50000,Daily,8273,389,363,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,222,31,7.969152,1.071625,0,222,,
2026-07-01,2026-07-31,"Pulang Tenggo","West Kalimantan",not_delivering,,,,50000,Daily,2444,125,114,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,59,4,3.2,1.096491,0,59,,
2026-07-01,2026-07-31,"Pulang Tenggo","South Kalimantan",not_delivering,,,,50000,Daily,3350,192,175,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,80,5,2.604167,1.097143,0,80,,
2026-07-01,2026-07-31,"Pulang Tenggo","Central Kalimantan",not_delivering,,,,50000,Daily,1368,73,66,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,30,5,6.849315,1.106061,1,30,,
2026-07-01,2026-07-31,"Pulang Tenggo","East Kalimantan",not_delivering,,,,50000,Daily,3236,187,179,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00558659,91,11,5.882353,1.044693,0,91,,
2026-07-01,2026-07-31,"Pulang Tenggo",Lampung,not_delivering,,,,50000,Daily,1880,125,116,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,66,5,4,1.077586,0,66,,
2026-07-01,2026-07-31,"Pulang Tenggo","West Nusa Tenggara",not_delivering,,,,50000,Daily,797,56,56,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,22,,,1,0,22,,
2026-07-01,2026-07-31,"Pulang Tenggo","East Nusa Tenggara",not_delivering,,,,50000,Daily,183,26,24,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,7,,,1.083333,0,7,,
2026-07-01,2026-07-31,"Pulang Tenggo",Riau,not_delivering,,,,50000,Daily,3951,189,163,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00613497,86,7,3.703704,1.159509,0,86,,
2026-07-01,2026-07-31,"Pulang Tenggo","South Sulawesi",not_delivering,,,,50000,Daily,1929,137,126,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,53,4,2.919708,1.087302,0,53,,
2026-07-01,2026-07-31,"Pulang Tenggo","Central Sulawesi",not_delivering,,,,50000,Daily,485,34,27,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,12,1,2.941176,1.259259,0,12,,
2026-07-01,2026-07-31,"Pulang Tenggo","Southeast Sulawesi",not_delivering,,,,50000,Daily,261,16,16,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,5,,,1,0,5,,
2026-07-01,2026-07-31,"Pulang Tenggo","West Sumatra",not_delivering,,,,50000,Daily,2665,154,144,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,84,9,5.844156,1.069444,0,84,,
2026-07-01,2026-07-31,"Pulang Tenggo","North Sumatra",not_delivering,,,,50000,Daily,3932,263,234,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00854701,102,6,2.281369,1.123932,0,102,,
2026-07-01,2026-07-31,"Pulang Tenggo",Maluku,not_delivering,,,,50000,Daily,200,13,12,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,6,,,1.083333,0,6,,
2026-07-01,2026-07-31,"Pulang Tenggo","West Java",not_delivering,,,,50000,Daily,48503,2423,2213,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00225938,1142,146,6.025588,1.094894,2,1142,,
2026-07-01,2026-07-31,"Pulang Tenggo","North Sulawesi",not_delivering,,,,50000,Daily,435,27,23,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,17,2,7.407407,1.173913,0,17,,
2026-07-01,2026-07-31,"Pulang Tenggo","South Sumatra",not_delivering,,,,50000,Daily,3276,163,152,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00657895,78,11,6.748466,1.072368,0,78,,
2026-07-01,2026-07-31,"Pulang Tenggo","North Maluku",not_delivering,,,,50000,Daily,365,13,13,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,10,1,7.692308,1,0,10,,
2026-07-01,2026-07-31,"Pulang Tenggo","North Kalimantan",not_delivering,,,,50000,Daily,212,18,17,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.05882353,11,2,11.111111,1.058824,0,11,,
2026-07-01,2026-07-31,"Pulang Tenggo","West Papua",not_delivering,,,,50000,Daily,205,17,13,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,4,,,1.307692,0,4,,
2026-07-01,2026-07-31,"Pulang Tenggo","West Sulawesi",not_delivering,,,,50000,Daily,117,5,5,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,4,1,20,1,0,4,,
2026-07-01,2026-07-31,"Pulang Tenggo",Gorontalo,not_delivering,,,,50000,Daily,241,11,10,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,4,,,1.1,0,4,,
2026-07-01,2026-07-31,"Pulang Tenggo",Banten,not_delivering,,,,50000,Daily,12885,705,643,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00311042,308,37,5.248227,1.096423,0,308,,
2026-07-01,2026-07-31,"Pulang Tenggo","Bangka–Belitung Islands",not_delivering,,,,50000,Daily,761,43,36,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,22,1,2.325581,1.194444,0,22,,
2026-07-01,2026-07-31,"Pulang Tenggo","Riau Islands Province",not_delivering,,,,50000,Daily,1036,58,56,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,31,3,5.172414,1.035714,0,31,,
2026-07-01,2026-07-31,"Setiap Rasa",Aceh,not_delivering,,,,50000,Daily,2666,140,104,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.01923077,11,9,6.428571,1.346154,4,11,,
2026-07-01,2026-07-31,"Setiap Rasa",Bali,not_delivering,,,,50000,Daily,2511,157,121,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.04132231,13,8,5.095541,1.297521,1,13,,
2026-07-01,2026-07-31,"Setiap Rasa",Bengkulu,not_delivering,,,,50000,Daily,588,31,27,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,1,3.225806,1.148148,0,1,,
2026-07-01,2026-07-31,"Setiap Rasa",Jakarta,not_delivering,,,,50000,Daily,20512,1069,841,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00713436,51,44,4.115996,1.271106,14,51,,
2026-07-01,2026-07-31,"Setiap Rasa",Jambi,not_delivering,,,,50000,Daily,1035,88,69,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,2,2,2.272727,1.275362,0,2,,
2026-07-01,2026-07-31,"Setiap Rasa","Central Java",not_delivering,,,,50000,Daily,18316,1341,1034,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.01644101,72,55,4.101417,1.296905,15,72,,
2026-07-01,2026-07-31,"Setiap Rasa","East Java",not_delivering,,,,50000,Daily,27273,1654,1262,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.01664025,97,68,4.111245,1.310618,19,97,,
2026-07-01,2026-07-31,"Setiap Rasa","Papua (province)",not_delivering,,,,50000,Daily,585,52,27,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.03703704,5,4,7.692308,1.925926,2,5,,
2026-07-01,2026-07-31,"Setiap Rasa","Special Region of Yogyakarta",not_delivering,,,,50000,Daily,4902,301,241,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.03319502,28,18,5.980066,1.248963,5,28,,
2026-07-01,2026-07-31,"Setiap Rasa","West Kalimantan",not_delivering,,,,50000,Daily,1239,122,99,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,1,0.819672,1.232323,1,1,,
2026-07-01,2026-07-31,"Setiap Rasa","South Kalimantan",not_delivering,,,,50000,Daily,4241,214,162,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.01234568,13,11,5.140187,1.320988,6,13,,
2026-07-01,2026-07-31,"Setiap Rasa","Central Kalimantan",not_delivering,,,,50000,Daily,999,80,58,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.03448276,3,1,1.25,1.37931,0,3,,
2026-07-01,2026-07-31,"Setiap Rasa","East Kalimantan",not_delivering,,,,50000,Daily,4449,249,184,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.01630435,12,9,3.614458,1.353261,3,12,,
2026-07-01,2026-07-31,"Setiap Rasa",Lampung,not_delivering,,,,50000,Daily,2265,158,130,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.02307692,7,3,1.898734,1.215385,0,7,,
2026-07-01,2026-07-31,"Setiap Rasa","West Nusa Tenggara",not_delivering,,,,50000,Daily,1068,72,60,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.03333333,3,1,1.388889,1.2,0,3,,
2026-07-01,2026-07-31,"Setiap Rasa","East Nusa Tenggara",not_delivering,,,,50000,Daily,452,35,28,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,1,2.857143,1.25,0,1,,
2026-07-01,2026-07-31,"Setiap Rasa",Riau,not_delivering,,,,50000,Daily,3105,207,147,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00680272,15,14,6.763285,1.408163,2,15,,
2026-07-01,2026-07-31,"Setiap Rasa","South Sulawesi",not_delivering,,,,50000,Daily,3429,192,140,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.01428571,15,12,6.25,1.371429,3,15,,
2026-07-01,2026-07-31,"Setiap Rasa","Central Sulawesi",not_delivering,,,,50000,Daily,608,52,35,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.05714286,4,2,3.846154,1.485714,0,4,,
2026-07-01,2026-07-31,"Setiap Rasa","Southeast Sulawesi",not_delivering,,,,50000,Daily,391,29,26,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,3,3,10.344828,1.115385,1,3,,
2026-07-01,2026-07-31,"Setiap Rasa","West Sumatra",not_delivering,,,,50000,Daily,3433,186,129,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.01550388,15,10,5.376344,1.44186,4,15,,
2026-07-01,2026-07-31,"Setiap Rasa","North Sumatra",not_delivering,,,,50000,Daily,6206,443,340,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00882353,35,28,6.320542,1.302941,7,35,,
2026-07-01,2026-07-31,"Setiap Rasa",Maluku,not_delivering,,,,50000,Daily,337,24,17,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,1,4.166667,1.411765,0,1,,
2026-07-01,2026-07-31,"Setiap Rasa","West Java",not_delivering,,,,50000,Daily,40913,2342,1796,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.01503341,125,82,3.501281,1.304009,21,125,,
2026-07-01,2026-07-31,"Setiap Rasa","North Sulawesi",not_delivering,,,,50000,Daily,956,46,34,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.02941176,5,4,8.695652,1.352941,1,5,,
2026-07-01,2026-07-31,"Setiap Rasa","South Sumatra",not_delivering,,,,50000,Daily,3869,205,155,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.00645161,13,10,4.878049,1.322581,2,13,,
2026-07-01,2026-07-31,"Setiap Rasa","North Maluku",not_delivering,,,,50000,Daily,229,17,15,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,1,5.882353,1.133333,1,1,,
2026-07-01,2026-07-31,"Setiap Rasa","North Kalimantan",not_delivering,,,,50000,Daily,355,20,17,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,1,5,1.176471,0,1,,
2026-07-01,2026-07-31,"Setiap Rasa","West Papua",not_delivering,,,,50000,Daily,395,24,18,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,,,,1.333333,0,,,
2026-07-01,2026-07-31,"Setiap Rasa","West Sulawesi",not_delivering,,,,50000,Daily,107,18,11,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.09090909,3,2,11.111111,1.636364,1,3,,
2026-07-01,2026-07-31,"Setiap Rasa",Gorontalo,not_delivering,,,,50000,Daily,330,15,10,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,1,1,6.666667,1.5,0,1,,
2026-07-01,2026-07-31,"Setiap Rasa",Banten,not_delivering,,,,50000,Daily,12339,617,466,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.0193133,47,33,5.34846,1.324034,8,47,,
2026-07-01,2026-07-31,"Setiap Rasa","Bangka–Belitung Islands",not_delivering,,,,50000,Daily,662,38,31,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0,4,4,10.526316,1.225806,1,4,,
2026-07-01,2026-07-31,"Setiap Rasa","Riau Islands Province",not_delivering,,,,50000,Daily,1693,108,82,Ongoing,"1-day click",0,ABSOLUTE_OCPM,0,-,-,-,"Micro Targeting A+",0.01219512,7,6,5.555556,1.317073,0,7,,
